method,seed,epoch,interval,alpha,alpha_over_tau2,wiener_gain_mean,wiener_gain_median,wiener_gain_p10,wiener_gain_p90,wiener_gain_min,wiener_gain_max,cos_raw,cos_filtered,NSR_raw,NSR_filtered,layer,tau2,interval_steps,fitted_batches,first_batch_identity
Wiener-Residual-AG,42,3,1,3.4709937417427657e-06,0.1993873229836484,0.05501383242506211,0.02127659574468085,0.02127659574468085,0.14811449662298834,0.02127659574468085,0.6303429868423117,0.01803919333822717,0.008197241277215665,57.965344472359334,6.924429885339749,fc1,1.7408297026122455e-05,47,46,True
Wiener-Residual-AG,42,3,1,3.5822088580087794e-06,0.20577594997565846,0.05530201457749915,0.02127659574468085,0.02127659574468085,0.1499773113951874,0.02127659574468085,0.5752688797176801,0.043233003436574886,0.037989143277433975,23.259658764856624,2.9537153874741673,fc2,1.7408297026122455e-05,47,46,True
Wiener-Residual-AG,42,3,2,1.972310056420432e-06,0.11329712799941496,0.07117095832254924,0.02127659574468085,0.02127659574468085,0.22177145505697013,0.02127659574468085,0.6636140802910162,0.024681323644066253,-0.009259554612712962,41.522727329343255,6.62376304044631,conv1,1.7408297026122455e-05,47,46,True
Wiener-Residual-AG,42,3,2,2.470331905313453e-06,0.1419054317378969,0.06669551574026236,0.02127659574468085,0.02127659574468085,0.2140983866156192,0.02127659574468085,0.6852112819551397,0.016932774525757564,0.004316601768693718,65.09672563728584,9.470755583641518,conv2,1.7408297026122455e-05,47,46,True
Wiener-Residual-AG,42,3,2,3.4709747070886748e-06,0.19938622955940016,0.05487229979487776,0.02127659574468085,0.02127659574468085,0.14747340105074094,0.02127659574468085,0.6317776053826658,0.016418548728440903,0.007061367033250146,60.624246930844166,7.18103177499564,fc1,1.7408297026122455e-05,47,46,True
Wiener-Residual-AG,42,3,2,3.4989531484686504e-06,0.20099341958712033,0.05110555373014895,0.02127659574468085,0.02127659574468085,0.12440256322990895,0.02127659574468085,0.5420290690544073,0.04719714602926356,0.0236030905719206,23.359757267871036,2.6042025235513075,fc2,1.7408297026122455e-05,47,46,True
Wiener-Residual-AG,42,3,3,2.1414299687190325e-06,0.12301203072912047,0.08061828791253282,0.02127659574468085,0.02127659574468085,0.2728086421457824,0.02127659574468085,0.671447824177287,0.02646105726884111,0.012871247843506848,41.023082692224435,6.777057625075038,conv1,1.7408297026122455e-05,47,46,True
Wiener-Residual-AG,42,3,3,2.4654428230547464e-06,0.14162458391852828,0.06475130217468351,0.02127659574468085,0.02127659574468085,0.20330687508543677,0.02127659574468085,0.6767991402975488,0.01298383022229944,0.0034787746042731675,66.23594655047879,9.342987810811513,conv2,1.7408297026122455e-05,47,46,True
Wiener-Residual-AG,42,3,3,3.486934957792479e-06,0.20030304817065522,0.055741882036306575,0.02127659574468085,0.02127659574468085,0.1525172659139447,0.02127659574468085,0.6265828548942772,0.0164812450833615,0.0077840750223475705,60.195107107186544,7.342382559836026,fc1,1.7408297026122455e-05,47,46,True
Wiener-Residual-AG,42,3,3,3.542404710724673e-06,0.20348944560223367,0.05306388311621871,0.02127659574468085,0.02127659574468085,0.13636232553383498,0.02127659574468085,0.5635952082519087,0.05102807801324913,0.030765096776985638,23.882555456102583,2.8574840962488093,fc2,1.7408297026122455e-05,47,46,True
Wiener-Residual-AG,42,3,4,1.8639643993464888e-06,0.10707333385623363,0.07173703010882575,0.02127659574468085,0.02127659574468085,0.24346394564958143,0.02127659574468085,0.5957408975643377,0.01694351899795839,0.0030425950022465987,43.90318287921519,6.648810799918669,conv1,1.7408297026122455e-05,47,46,True
Wiener-Residual-AG,42,3,4,2.4968146494047264e-06,0.14342670312082045,0.06730105997023351,0.02127659574468085,0.02127659574468085,0.2160239751741639,0.02127659574468085,0.6673325949467805,0.014752854728779094,0.006860407185136719,70.01039980619842,10.167426773688119,conv2,1.7408297026122455e-05,47,46,True
Wiener-Residual-AG,42,3,4,3.4664708671991862e-06,0.19912751155368538,0.05479724130064347,0.02127659574468085,0.02127659574468085,0.147034628327343,0.02127659574468085,0.6299908075987477,0.017367027553827453,0.009056093934785726,60.55940611416112,7.219818393415241,fc1,1.7408297026122455e-05,47,46,True
Wiener-Residual-AG,42,3,4,3.5312312102049465e-06,0.20284759645966913,0.05448561576459901,0.02127659574468085,0.02127659574468085,0.14766637592407136,0.02127659574468085,0.5450017373975033,0.04834756341543196,0.025270683204449022,23.86884452048928,2.9371150569281315,fc2,1.7408297026122455e-05,47,46,True
